Region/country/area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Bhutan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolivia,16.0,16.0,21.0,21.0,51.17,51.17,51.17,76.77,76.17,81.17,81.17,36.6,37.0,37.0,51.54,116.3,131.3,120.0,138.5,143.5,143.5,142.63,192.33,256.24
"Bonaire, Sint Eustatius and Saba",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.24,2.21,2.11,10.21,10.81,10.81
Botswana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,2657.15,2661.45,2670.05,2695.86,3124.0,3339.32,3701.32,4103.32,5054.32,5717.32,7927.32,9028.67,9922.67,11601.67,12342.83,13311.42,14184.3,14572.22,14815.43,15346.24,15675.43,16334.24,17189.63,17556.18
British Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brunei Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,52.0,52.0,52.0,7.0,7.0,7.0,6.0,6.0,6.0,9.0,10.0,11.0,14.0,34.0,40.0,54.0,57.0,52.0,69.43,56.87,48.05,47.32,50.11,50.11
Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Burundi,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Cabo Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,0.0,0.0,0.0,0.0,0.0,0.1,4.51,5.4,8.49,10.78,11.38,18.5,49.9,46.37,58.84,57.65,55.27,75.27,75.97,75.97,68.27,66.27,75.27,75.27
Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada,1693.67,1719.67,1851.27,2114.57,2059.63,1979.27,1990.27,2022.43,2023.9,2008.4,2056.79,2062.37,2166.86,2376.15,2612.72,2589.62,2657.0,2741.8,2754.05,2647.06,2653.46,2653.46,2661.86,2661.86
Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Republic (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Chile,22.0,22.0,22.0,32.78,99.78,118.78,118.78,118.78,168.23,490.0,530.2,568.4,857.4,1267.51,926.0,468.11,463.0,502.04,503.05,501.63,470.32,490.97,489.62,521.62
China,1100.0,1120.0,1652.0,1850.0,1900.0,2000.0,2500.0,3000.0,3270.0,4600.0,2329.16,2676.5,3473.56,4388.89,4759.15,5635.37,6399.51,7594.0,8660.0,10528.29,14190.0,16700.0,17460.0,18370.0
Chinese Taipei,85.1,90.6,119.66,98.95,97.59,89.5,88.14,86.78,86.78,86.78,86.78,81.34,81.34,81.34,81.34,80.01,80.01,80.01,80.63,76.6,83.84,91.88,92.5,81.96
Colombia,80.0,80.0,80.0,80.0,80.0,80.0,94.0,94.0,94.06,114.06,173.76,180.06,182.06,186.56,214.56,236.56,257.01,310.25,320.25,320.21,328.71,351.23,352.93,352.93
Comoros (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congo,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2
Cook Islands (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,12.0,12.0,12.0,16.5,24.0,27.7,27.72,23.72,23.78,43.78,43.85,44.45,45.08,47.3,44.32,49.1,49.1,49.1,61.6,80.1,80.46,80.76,80.76,80.76
Croatia,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.5,7.5,9.5,14.5,18.5,23.5,24.5,52.5,62.5,86.6,115.4,127.4,135.3,154.4,160.5,160.5
Cuba,759.9,814.4,481.9,572.3,369.8,587.1,355.5,456.5,456.5,456.5,458.5,453.9,429.4,379.6,408.96,440.36,405.36,442.36,464.36,370.26,476.36,481.81,439.65,439.65
Curaçao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,9.75,12.72,12.72,12.72,13.15,13.64,13.64
Czechia,92.99,92.99,92.99,93.0,128.0,138.0,176.0,226.0,284.0,350.0,389.0,483.0,630.0,667.0,722.0,748.0,745.0,774.04,753.58,803.48,818.22,825.52,833.19,837.59
Côte d'Ivoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DR Congo,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,2.16,2.96,2.96,2.96,2.96,2.96,2.96
Democratic People's Republic of Korea (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark,127.0,180.0,268.0,369.0,537.0,649.0,516.0,392.0,627.0,782.0,948.24,997.65,1235.34,1018.89,1085.15,1077.92,1138.6,1609.39,1592.79,1801.88,1908.32,1976.05,1832.11,1832.11
Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.05,18.19,18.84,19.0,19.28,19.77,20.05,80.55,81.05,81.05,81.05,81.05,83.39,83.39
Ecuador,0.0,0.0,0.0,0.0,35.0,64.8,73.8,73.8,106.8,106.8,101.3,101.3,101.3,101.3,144.3,144.3,146.3,151.56,151.56,151.56,151.56,152.62,152.62,152.62
Egypt,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,78.5,78.5,123.0,123.0,131.0
El Salvador,34.3,34.3,51.8,55.0,66.0,81.0,85.5,113.0,109.0,109.0,99.0,121.35,116.35,135.85,135.85,202.08,258.96,270.41,305.45,300.45,300.45,300.9,302.95,302.95
Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,5.0,5.0,6.0,11.0,11.0,12.0,12.0,12.0,12.0,60.0,142.0,149.0,167.0,156.0,173.0,176.0,176.0,176.0,174.35,187.9,211.0,211.0,211.0,209.0
Eswatini,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,123.0,123.0,123.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
Ethiopia,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,71.0,71.0,119.0,145.0,205.0,265.0,265.0,265.0,310.0,310.0,310.0
Falkland Islands (Malvinas),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faroe Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,1.7,1.7,1.7
Fiji,23.45,23.49,23.49,23.49,23.3,23.3,32.6,32.6,41.6,41.6,41.61,41.61,41.62,41.62,41.62,46.62,46.62,58.62,58.62,58.62,58.62,66.32,66.32,66.32
Finland,1509.0,1608.0,1609.0,1711.0,1711.0,1729.0,1742.0,1768.0,1768.0,1666.0,1683.0,1804.0,1773.0,1839.0,1851.0,1853.0,1861.0,2082.0,2082.0,2079.0,2558.0,2514.0,2951.0,2813.0
France,216.0,224.0,256.0,259.0,275.0,295.0,303.0,352.0,378.0,407.0,524.0,551.77,630.76,762.33,820.17,928.87,1041.43,1088.59,1317.82,1400.37,1377.0,1480.55,1502.69,1562.69
French Guiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,5.08,5.08,5.08,5.08,5.08
French Polynesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
Gambia (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,474.0,755.0,871.0,1438.0,1694.0,2374.0,3016.0,3387.0,3683.0,4869.0,5460.0,6419.0,6756.0,7034.0,7258.0,7467.0,7681.0,7978.0,8599.0,8910.0,9296.0,8751.0,8807.0,8927.0
Ghana,5.77,5.77,5.77,5.77,5.77,5.77,4.1,4.1,6.77,6.77,6.77,6.77,6.77,6.77,8.27,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37
Greece,1.0,22.0,22.0,22.0,24.0,24.0,24.0,39.0,40.0,40.0,41.0,45.0,45.0,46.0,47.0,51.0,58.0,64.08,82.03,87.87,97.41,108.51,127.52,127.52
Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadeloupe,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,30.35,30.35,30.55,30.55,30.55,30.55,30.55,32.05,33.45,33.45,50.45,50.45,50.45,50.45
Guam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,166.6,200.0,268.5,268.5,298.1,347.0,363.0,363.0,408.0,408.0,408.0,468.7,536.6,603.05,719.45,877.91,992.21,1027.68,1080.72,1035.72,1035.72,870.02,870.02,870.02
Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guinea-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guyana,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28,21.28,51.28,51.28,51.28,51.28,51.28,51.28,51.31,41.77,41.77,42.37,42.37,42.37,42.37,42.37,42.37
Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honduras,9.7,9.7,21.7,21.7,33.5,59.3,59.8,81.8,73.8,83.5,87.0,88.0,132.95,119.75,137.76,168.91,213.18,213.18,213.18,224.85,224.85,224.85,224.85,224.85
Hong Kong SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.61,44.61,44.61,52.26,52.26,52.26,58.2,58.2
Hungary,6.0,6.0,46.0,44.0,193.0,343.0,336.0,325.0,375.0,488.0,493.0,481.0,313.0,310.0,530.0,494.0,398.0,468.0,490.0,481.0,482.0,523.0,508.0,509.0
Iceland,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,346.9,415.4,483.93,613.43,749.53,937.4,1222.15,1507.36,2166.32,2458.3,3075.61,3593.87,3834.86,4075.51,4905.66,5341.42,8756.46,9270.79,9978.89,10060.17,10345.08,10374.76,10408.97,10460.97
Indonesia,748.0,753.0,753.0,753.0,753.0,1076.0,1106.0,1107.06,1107.06,1790.06,1911.06,1937.06,1957.06,1688.06,1710.66,1726.01,1767.45,1841.16,1867.15,1875.95,1884.86,2255.95,3074.46,3356.94
Iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,6.66,6.66,6.66,6.66,10.56,10.56,10.56,10.56,10.56,10.56,10.56,11.42,14.42,14.42
Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,15.0,15.0,15.0,15.0,17.0,20.0,27.0,28.65,34.1,34.97,36.08,44.85,49.3,57.9,58.89,58.89,61.41,61.53,61.98,65.98,65.99,66.29,66.29,66.29
Israel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,2.13,3.78,6.94,6.94,6.94,10.94,13.78,25.03,25.03,25.03,25.03,25.03,26.03,26.03,26.03,26.03
Italy,398.0,419.0,514.0,639.0,648.0,642.0,653.0,691.0,880.0,1168.71,1467.72,1891.05,2801.0,2926.0,2946.0,2952.0,3030.0,3042.35,3079.27,3058.5,3037.27,3002.78,2996.62,3038.62
Jamaica,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13
Japan,368.0,368.0,368.0,368.0,467.0,553.0,784.0,913.0,920.0,995.0,1106.0,1277.0,55.0,80.0,171.0,419.0,712.0,1091.0,1492.0,1949.0,2297.0,2926.0,3768.0,4771.0
Jordan,1.0,1.0,1.0,1.0,1.0,1.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
Kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.35,0.35,0.35,0.8,1.3,2.42,7.82,7.82,7.82,14.0
Kenya,33.5,33.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,55.5,55.5,55.5,55.5,55.5,55.5,58.3,84.3,85.2,87.7,87.7,98.7,98.7,98.7,98.7
Kiribati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korea,48.0,55.0,55.0,44.0,45.0,47.0,97.0,92.0,96.0,98.0,141.0,153.0,154.0,154.0,551.0,634.0,1668.0,2294.0,2323.0,3151.0,3537.0,2640.0,2640.0,2654.0
Kosovo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyrgyzstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lao PDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7,39.7,39.7,39.7,39.7,123.08,123.08,123.08,123.08,123.08,123.08
Latvia,0.0,1.0,6.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,16.0,30.0,66.0,108.0,121.0,126.0,143.0,154.03,158.43,157.62,156.32,151.76,143.87,132.87
Lebanon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0
Lesotho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liberia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.13,0.21,0.21,0.21,0.21,0.21,0.21,0.21
Libya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,0.0,2.0,4.0,4.0,5.0,5.0,15.0,22.0,24.0,24.0,29.0,33.0,53.0,59.0,66.0,66.0,64.0,70.0,97.0,98.0,99.0,95.0,99.0,197.0
Luxembourg,1.7,2.07,2.99,3.87,4.62,4.62,5.87,5.87,7.78,9.1,9.3,9.9,10.06,13.72,14.19,15.82,16.19,27.09,27.35,47.35,47.46,47.57,46.89,85.89
Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.09,0.16,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
Malawi,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5
Malaysia,675.91,677.91,677.91,691.91,691.91,691.91,691.91,716.91,716.91,717.43,652.65,765.06,758.6,1035.83,1421.9,1548.46,1519.98,793.54,803.49,876.31,884.14,897.85,897.85,897.85
Maldives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,2.37,2.37,2.37,2.37,2.37,2.67,2.73,2.73,2.73,2.73,2.73,2.73,5.69,5.69,5.69,5.69,5.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69
Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,4.56,4.56,4.56,4.56,4.56,4.56,2.82,2.82
Marshall Islands (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martinique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.1,41.4,41.4,41.4,41.4,41.4,41.4
Mauritania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,51.68,61.63,60.63,59.13,59.13,142.88,67.13,77.78,70.83,103.6,103.03,93.0,79.2,80.3,80.3,90.65,90.65,90.65,90.65,90.65,90.65,90.65,90.65,90.65
Mayotte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico,329.0,470.0,470.0,476.0,482.0,483.0,483.0,484.0,404.0,318.0,405.0,382.79,446.3,517.34,608.22,725.22,843.26,872.56,871.02,871.02,873.04,880.23,882.21,886.12
Micronesia (Federated States of),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,3.0,3.0,3.0,6.0,5.5,5.5,6.6,7.0,15.33,15.33
