Region/country/area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Bolivia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16,3.29,23.46,25.47,-1.54,11.38,-6.01,55.41,320.92
"Bonaire, Sint Eustatius and Saba",0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,3.4,21.4,6.2,4.2,4.5,-1.54,-5.0,-3.6,5.6,-4.6,-7.1,3.8,0.6
Bosnia and Herzegovina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,102.2,151.0,8.0,120.0,9.0
Botswana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,34.0,26.0,0.0,0.0,31.9,144.1,425.78,520.22,55.0,939.0,527.5,2345.55,1528.36,5631.84,9415.45,11863.17,8884.39,6101.88,7510.48,1065.09,15235.27,9345.59
British Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.01,0.0,0.0
Brunei Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,0.0,0.0,0.0,1.0,3.59,15.46,26.75,74.96,115.25,444.36,179.73,359.8,152.61,-42.93,120.93,-26.54,79.09,-185.94,-1.13,160.14,-43.57,65.57
Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burundi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cabo Verde,-0.8,1.91,-0.29,1.06,0.02,0.99,-0.57,-1.36,-0.85,-2.67,13.62,47.42,12.98,6.55,-3.75,-1.88,-8.61,11.91,-6.43,-9.87,9.85,0.0
Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada,73.0,71.0,418.0,128.0,613.0,906.0,534.0,781.0,2853.0,2083.0,1463.0,1123.0,6782.0,4446.0,4426.0,3966.0,581.0,1957.0,-595.0,2888.0,245.0,847.0
Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.28,0.0,0.0,0.0
Central African Republic (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0
Chile,7.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,41.0,253.0,6.0,71.0,145.0,889.0,672.0,334.0,1176.56,-37.66,1307.33,707.07,2025.8,1264.9
China,134.0,124.0,166.0,293.0,268.0,1200.0,2900.0,5700.0,13500.0,24171.13,22581.68,31360.01,35545.37,21647.34,25759.6,56422.57,62627.77,61436.74,40107.48,60477.73,189667.73,106637.72
Chinese Taipei,11.0,3.9,7.9,1.5,66.0,184.8,163.4,148.8,198.3,239.7,466.4,-79.2,226.5,-139.5,24.7,-68.1,265.4,-13.0,182.7,416.7,-51.4,1285.6
Colombia,0.0,0.0,0.0,51.0,-1.0,12.98,-13.09,4.03,3.79,-19.14,2.7,13.59,2.77,12.6,-1.85,-17.49,-47.82,40.37,19.88,-53.2,50.34,13.84
Comoros (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cook Islands (the),0.0,0.0,0.0,0.02,0.0,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,2.8,73.38,-28.89,27.55,-53.97,69.93,-32.44,-42.89,128.03,32.49,55.8,113.91,-43.82,250.19,344.75,67.79,140.38,511.2,-2.53,-336.9,113.85,-204.06
Croatia,0.0,0.0,0.0,2.0,8.0,9.0,15.9,5.0,14.3,84.9,61.9,127.75,188.54,212.68,66.33,217.95,189.75,131.4,131.9,253.4,341.1,76.0
Cuba,0.0,0.3,0.1,0.0,-0.3,0.19,-0.09,7.98,-4.58,8.1,6.1,2.9,1.9,-3.5,1.9,0.0,0.1,22.4,22.49,2.8,1.1,-6.11
Curaçao,63.07,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,7.87,59.14,9.13,-8.41,-17.04,47.9,69.49,-7.44,-38.59,7.99,-9.72
Cyprus,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,31.37,82.94,70.81,45.56,-48.19,39.01,4.84,-15.25,9.59,17.53,1.84,6.07,-22.21
Czechia,-0.89,2.02,2.87,4.98,11.41,28.12,75.7,119.56,43.41,47.42,61.51,18.82,64.7,-3.98,96.07,-75.65,94.08,18.29,90.68,-0.93,-97.55,39.8
Côte d'Ivoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DR Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Democratic People's Republic of Korea (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.01,0.02,0.07,0.46,0.01,0.35,0.2,0.19,0.63,0.0,0.0,0.47,0.0,0.0
Denmark,65.0,571.0,684.0,1022.0,31.0,-506.0,1063.0,-243.0,-207.0,1088.42,1964.76,495.76,853.33,1955.24,1054.59,-1351.37,1998.27,-878.04,2247.87,180.39,-275.75,2973.36
Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,0.0
Dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.13,144.46,0.19,44.91,28.9,65.32,114.5,289.81,319.22,129.51,-55.51
Ecuador,0.0,0.0,0.0,0.0,0.0,0.0,0.96,1.72,0.52,0.24,-0.09,-0.95,54.3,23.04,19.07,-14.85,-10.56,6.86,5.27,-8.43,-15.09,-1.41
Egypt,98.0,34.0,1.0,162.8,155.79,28.41,74.3,211.7,101.0,211.0,337.0,67.5,-303.5,72.0,112.0,614.0,142.0,134.0,655.0,1244.0,1024.0,408.0
El Salvador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.12,117.67,3.74
Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,0.0,0.0,0.0,0.0,0.0
Estonia,0.0,1.0,5.0,2.0,46.0,22.3,14.48,42.67,62.1,81.44,91.67,64.86,95.52,74.64,111.32,-121.0,129.0,-87.0,51.0,157.0,-111.0,-65.0
Eswatini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,162.6,164.0,170.3,-27.3,287.01,-4.0,-249.49,315.55,-239.03,208.16,-256.63
Falkland Islands (Malvinas),0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.89,1.8,0.1,0.9,0.5,-0.3,-0.01,0.03,0.9,-0.61,-0.09,-0.17,-0.9,0.19,0.06
Faroe Islands,0.0,0.25,2.44,5.01,2.0,5.0,0.76,-2.76,2.0,-1.4,0.9,-3.7,11.0,12.7,21.3,-3.7,7.6,4.1,-11.2,-5.5,7.0,36.0
Fiji,0.0,0.0,0.0,-0.1,0.0,0.0,3.35,1.25,2.61,-0.79,-1.44,1.83,-1.46,-1.08,1.4,-2.04,-1.55,0.48,0.86,-2.28,-0.85,-0.2
Finland,-8.0,-6.0,29.0,27.34,49.6,-14.3,32.77,72.11,16.1,17.7,187.07,12.93,279.37,333.48,1220.19,740.68,1727.16,1043.47,186.08,2230.93,251.06,3515.21
France,83.08,134.35,122.16,207.1,367.72,1220.01,1887.53,1624.1,2217.36,2033.42,2426.63,2806.78,958.61,1186.77,4096.82,-39.61,3228.45,3989.16,6123.08,5323.72,-2925.99,884.82
French Guiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,0.0,0.0,0.0,0.03,-0.03,0.03,0.04,0.2,-0.06,-0.01,-0.16,-0.02,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,1.58,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03,78.77,-3.5,0.39,6.11,-7.4,4.1
Germany,1104.0,5400.0,3231.0,6932.0,1755.0,3550.0,9183.0,878.0,-1965.0,-873.0,11311.0,1822.0,1057.0,5760.0,22127.0,-700.0,25769.0,4258.0,15943.0,6208.0,-17933.0,10647.0
Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,305.0,-105.0,370.0,99.77,145.68,432.9,118.65,424.0,301.0,170.94,601.29,534.93,288.98,-450.56,932.44,524.88,391.09,763.27,966.09,2043.75,1172.88,400.27
Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,-0.06,0.0
Grenada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadeloupe,8.42,12.77,3.68,-1.61,-7.32,10.27,9.09,4.67,2.43,-10.05,4.05,5.87,5.83,-2.31,-2.59,1.4,-2.28,1.41,10.49,9.98,33.79,4.25
Guam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.08,0.0,0.0,0.0,0.0,0.0
Guatemala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.29,107.78,2.99,101.44,11.28,-18.1,11.12,-10.0
Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guinea-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.01,0.01,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.0
Honduras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.4,221.88,-28.04,88.07,269.75,-81.76,-6.15,350.38,-111.16,-108.75,67.46,-88.87
Hong Kong SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.27,0.2,-0.17,0.07,-0.08,-0.29,0.34,-0.09,-0.05,0.04,-0.2,0.0
Hungary,1.0,0.0,3.0,1.55,4.55,33.26,66.64,94.83,126.1,202.86,91.9,144.3,-52.48,-60.97,36.78,-9.63,74.31,-151.0,122.0,-74.0,9.0,-54.0
Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,5.64,2.5,-1.68,-1.08,-3.77,2.21,0.09,-0.57,-0.34
India,217.94,668.92,344.79,1372.52,1638.78,1311.83,2513.36,2448.08,2759.91,1508.99,3424.11,3541.04,1570.77,2595.42,4637.5,4400.26,11396.65,7338.88,7680.22,833.39,-1249.79,7161.11
Indonesia,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.28,3.4,-0.07,1.07,-0.1,-3.94,0.52,2.52,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Iran,-2.88,-3.38,-2.66,18.72,24.56,54.41,15.55,54.89,30.43,-17.31,4.65,-9.27,7.02,-13.55,44.51,22.06,41.97,279.12,48.74,-47.28,172.16,0.0
Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,90.0,54.0,66.0,201.0,456.91,510.13,336.33,451.64,545.21,-140.56,1565.65,-369.83,531.03,598.55,1432.94,-425.96,1297.0,1195.73,1379.72,1529.93,-1771.04,1430.05
Israel,10.0,1.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-0.1,0.8,0.0,173.3,3.0,7.0,14.0,-26.0,139.0
Italy,616.0,225.0,54.0,385.88,496.71,627.26,1066.51,823.75,1680.95,2582.93,726.5,3558.64,1489.83,281.35,-334.43,2844.79,53.24,-25.48,2485.61,-1440.48,2165.74,-433.12
Jamaica,0.0,0.0,0.0,32.34,17.57,5.5,-3.48,-2.71,9.35,-4.84,40.06,15.92,10.06,1.8,7.37,82.2,81.84,12.0,-30.47,6.91,-16.87,7.78
Japan,143.0,163.0,418.0,477.0,441.0,416.0,447.0,328.0,671.0,404.0,660.0,161.01,348.99,30.0,363.0,586.0,324.0,991.0,137.0,1352.0,443.0,-116.0
Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-0.2,118.6,270.0,57.0,271.8,172.6,514.5,221.2,155.8
Kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,1.49,8.75,118.42,143.26,64.82,120.78,256.82,359.3,699.71,585.39
Kenya,-0.04,0.1,0.19,0.08,-0.01,-0.13,-0.09,0.05,8.06,8.7,-0.51,-1.54,1.35,11.25,20.08,13.54,-4.95,2.04,-0.29,-6.6,31.42,2.54
Kiribati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korea,-4.0,2.0,10.0,22.0,83.0,109.0,137.0,110.0,199.0,132.0,46.0,54.0,232.0,-3.0,196.0,341.0,486.0,296.0,215.0,471.0,32.0,189.0
Kosovo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.72,-0.28,0.0,0.38,-0.03,-0.23,0.23,29.4,60.9,-0.35,36.02,236.62
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,1.68,1.13,65.91,1651.4
Kyrgyzstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lao PDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latvia,-0.99,7.81,37.21,0.7,-2.3,-0.64,6.72,6.17,-9.01,-1.03,21.83,43.38,5.79,19.65,7.43,-19.25,22.11,-27.96,31.96,22.84,-35.4,48.74
Lebanon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0
Lesotho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liberia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,0.0,0.0,0.0,1.0,1.0,12.0,92.0,25.0,27.0,66.0,251.0,65.0,63.0,36.0,171.0,326.0,227.8,-219.8,355.4,52.3,-190.0,150.7
Luxembourg,-1.0,0.74,1.69,13.23,12.85,5.74,6.3,-3.7,2.88,-8.39,8.97,13.42,5.56,-3.15,21.97,-0.36,133.33,19.76,26.7,69.86,-36.83,-2.09
Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.21,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martinique,0.0,0.0,0.0,1.5,0.0,0.0,0.0,-0.2,0.2,-0.5,0.3,0.3,-0.1,0.0,0.8,-1.0,0.0,4.54,40.2,-4.34,6.99,-8.45
Mauritania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.34,0.0,0.0,90.92,0.0,0.0,0.0,26.93,0.0,0.0,0.0
Mauritius,0.0,0.0,0.0,0.43,0.01,-0.03,-0.01,-0.03,1.13,1.01,0.32,0.74,0.04,-0.44,-0.48,15.26,-3.34,0.46,0.17,2.84,-2.7,0.1
Mayotte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico,-1.0,3.0,-2.0,1.0,-1.0,40.0,203.0,7.0,327.0,643.0,409.0,2040.0,497.0,2241.0,2319.0,1633.0,64.0,2435.0,4003.0,2822.0,1194.0,-267.0
Micronesia (Federated States of),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.14,0.0,0.0,0.0
Moldova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48,0.07,1.0,4.45,14.97,14.95,13.22,26.17,66.06
Mongolia,0.0,0.0,0.01,0.0,0.0,0.0,0.45,0.0,0.0,0.2,0.0,0.34,52.9,72.49,27.16,4.95,-3.1,184.6,120.3,-2.1,105.8,-54.5
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,46.0,152.4,20.0,4.7,4.6
Montserrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,142.0,-12.1,8.9,-3.9,7.4,-23.1,95.7,19.3,93.2,267.4,48.54,35.9,628.2,567.5,595.7,480.6,34.9,805.85,858.44,-107.3,514.78,249.21
Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myanmar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.03,0.0,0.0,0.0,0.0,0.0
Nauru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.18,0.05,0.0,0.0,0.0
